"tweet_id","vader_sentiment_categ","manual_sentiment_categ","flag","avaliador"
"1387160536320811008",Positivo Médio,Negativo Fraco,A,t7bjj9sm036osqj82ms7931pib
"1387185181359026176",Negativo Médio,Positivo Forte,A,t2fs9chk8qerqdi8i7kfr6gr1t
"1387201872411467785",Positivo Forte,Positivo Médio,D,b5gjmgsosm8audo6h8f08mm7lk
"1387369922637045762",Negativo Forte,Negativo Forte,D,s457ti1vhqksns27eqpjet5l6a
"1387459288013152263",Positivo Forte,Positivo Fraco,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1387459288013152263",Positivo Forte,Negativo Médio,A,t7bjj9sm036osqj82ms7931pib
"1387473575905570816",Negativo Forte,Negativo Médio,A,noe25tih2m9hi3fa899jenetob
"1387489825754951683",Negativo Forte,Neutra,A,hifip81cfia6o7hntbg2u7vqc0
"1387495496403628037",Positivo Fraco,Positivo Fraco,D,oof1qva57oj5hki084b5hi7m5a
"1387561612383596549",Positivo Médio,Negativo Fraco,A,b5gjmgsosm8audo6h8f08mm7lk
"1387773793012174848",Negativo Fraco,Negativo Forte,D,"6q8untnl1kvbh624mo6ulgl6oo"
"1387797840207007749",Negativo Forte,Negativo Forte,A,b5gjmgsosm8audo6h8f08mm7lk
"1387806178361630723",Negativo Forte,Negativo Forte,A,u00k428m046o7mq4ipq5uhnlgq
"1387836583378837507",Negativo Forte,Negativo Fraco,A,b5gjmgsosm8audo6h8f08mm7lk
"1387875436449996800",Negativo Forte,Negativo Forte,A,noe25tih2m9hi3fa899jenetob
"1387928774042345475",Positivo Médio,Negativo Médio,D,d9lmms0qt686ev4lmu85s3nhie
"1387945028392300547",Negativo Forte,Negativo Médio,D,b5gjmgsosm8audo6h8f08mm7lk
"1388078087825498115",Negativo Forte,Negativo Médio,A,tnnomrt3rg656u2rst71u0umh8
"1388079696798175233",Negativo Médio,Negativo Fraco,A,tnnomrt3rg656u2rst71u0umh8
"1388195750144839682",Negativo Forte,Negativo Médio,A,noe25tih2m9hi3fa899jenetob
"1388195750144839682",Negativo Forte,Negativo Médio,A,noe25tih2m9hi3fa899jenetob
"1388483652384927749",Positivo Forte,Negativo Médio,D,d7gesl3gppc1drt2r90l0kksc0
"1388535058605150213",Positivo Médio,Negativo Fraco,D,d7gesl3gppc1drt2r90l0kksc0
"1388555625412628487",Negativo Forte,Negativo Forte,A,u00k428m046o7mq4ipq5uhnlgq
"1388555625412628487",Negativo Forte,Negativo Médio,A,t2fs9chk8qerqdi8i7kfr6gr1t
"1388560095466950658",Negativo Forte,Negativo Fraco,D,c2ua8va222fs9lii7teqlu3s6c
"1388586001698893841",Negativo Forte,Neutra,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1388898676475678721",Negativo Fraco,Negativo Médio,D,oof1qva57oj5hki084b5hi7m5a
"1388923466481643525",Negativo Médio,Negativo Médio,D,d7gesl3gppc1drt2r90l0kksc0
"1389038539262791681",Positivo Médio,Negativo Forte,A,t7bjj9sm036osqj82ms7931pib
"1389038539262791681",Positivo Médio,Negativo Médio,A,t2fs9chk8qerqdi8i7kfr6gr1t
"1389237077762617348",Negativo Forte,Positivo Fraco,A,c2ua8va222fs9lii7teqlu3s6c
"1389307508997697538",Negativo Fraco,Neutra,D,d9lmms0qt686ev4lmu85s3nhie
"1389309050240782341",Positivo Fraco,Negativo Fraco,D,u00k428m046o7mq4ipq5uhnlgq
"1389309552538136576",Negativo Médio,Negativo Forte,A,t7bjj9sm036osqj82ms7931pib
"1389309552538136576",Negativo Médio,Negativo Médio,A,d7gesl3gppc1drt2r90l0kksc0
"1389409388432080900",Negativo Médio,Negativo Forte,A,t2fs9chk8qerqdi8i7kfr6gr1t
"1389554324867588099",Negativo Forte,Negativo Forte,A,c2ua8va222fs9lii7teqlu3s6c
"1389576631786909696",Negativo Médio,Negativo Médio,D,t2fs9chk8qerqdi8i7kfr6gr1t
"1389590347332956180",Negativo Forte,Negativo Forte,D,c2ua8va222fs9lii7teqlu3s6c
"1389751527565316098",Negativo Fraco,Negativo Forte,D,hifip81cfia6o7hntbg2u7vqc0
"1389752307152310272",Negativo Forte,Negativo Fraco,D,t2fs9chk8qerqdi8i7kfr6gr1t
"1389766712057372673",Negativo Forte,Neutra,A,d7gesl3gppc1drt2r90l0kksc0
"1389774283396747267",Negativo Forte,Negativo Médio,D,hifip81cfia6o7hntbg2u7vqc0
"1389800867415707648",Negativo Forte,Negativo Forte,D,t2fs9chk8qerqdi8i7kfr6gr1t
"1389803570216640512",Positivo Fraco,Negativo Médio,D,oof1qva57oj5hki084b5hi7m5a
"1389820766087258113",Negativo Forte,Negativo Forte,D,c2ua8va222fs9lii7teqlu3s6c
"1389851200632262656",Negativo Forte,Negativo Fraco,D,oof1qva57oj5hki084b5hi7m5a
"1389859616515891201",Negativo Fraco,Neutra,D,oof1qva57oj5hki084b5hi7m5a
"1389859835529809920",Negativo Fraco,Negativo Fraco,D,s457ti1vhqksns27eqpjet5l6a
"1389887050732736512",Positivo Fraco,Negativo Médio,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1389887050732736512",Positivo Fraco,Negativo Forte,A,tnnomrt3rg656u2rst71u0umh8
"1389899795167383553",Positivo Médio,Negativo Forte,A,noe25tih2m9hi3fa899jenetob
"1389937374776471555",Negativo Forte,Negativo Fraco,D,d9lmms0qt686ev4lmu85s3nhie
"1389940782753271808",Negativo Médio,Negativo Médio,A,b5gjmgsosm8audo6h8f08mm7lk
"1389946238141931520",Positivo Médio,Neutra,A,b5gjmgsosm8audo6h8f08mm7lk
"1389950232708976643",Positivo Fraco,Negativo Médio,A,s457ti1vhqksns27eqpjet5l6a
"1389955073560698944",Negativo Médio,Negativo Fraco,D,t7bjj9sm036osqj82ms7931pib
"1389958070499827714",Negativo Médio,Negativo Fraco,D,d7gesl3gppc1drt2r90l0kksc0
"1389962428667072514",Negativo Forte,Negativo Fraco,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1389970567797821443",Negativo Forte,Negativo Forte,D,b5gjmgsosm8audo6h8f08mm7lk
"1389983134754779139",Negativo Forte,Negativo Forte,A,"6q8untnl1kvbh624mo6ulgl6oo"
"1389989340927901701",Negativo Médio,Negativo Forte,D,d9lmms0qt686ev4lmu85s3nhie
"1389996368966602763",Negativo Médio,Negativo Forte,D,t7bjj9sm036osqj82ms7931pib
"1390014862701563904",Positivo Forte,Neutra,D,b5gjmgsosm8audo6h8f08mm7lk
"1390016575261007877",Negativo Médio,Negativo Forte,D,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1390025865053020160",Positivo Forte,Negativo Fraco,D,"6q8untnl1kvbh624mo6ulgl6oo"
"1390030335329677318",Negativo Médio,Negativo Fraco,D,tnnomrt3rg656u2rst71u0umh8
"1390054741019922432",Negativo Médio,Negativo Fraco,D,"6q8untnl1kvbh624mo6ulgl6oo"
"1390076754824507396",Negativo Forte,Neutra,D,tnnomrt3rg656u2rst71u0umh8
"1390103824677883904",Negativo Forte,Negativo Médio,D,c2ua8va222fs9lii7teqlu3s6c
"1390294768442396674",Negativo Forte,Neutra,D,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1390325869848240130",Negativo Médio,Negativo Fraco,A,t2fs9chk8qerqdi8i7kfr6gr1t
"1390325869848240130",Negativo Médio,Negativo Forte,A,u00k428m046o7mq4ipq5uhnlgq
"1390335995967643652",Positivo Forte,Negativo Fraco,A,tnnomrt3rg656u2rst71u0umh8
"1390352490550419457",Negativo Médio,Neutra,D,c2ua8va222fs9lii7teqlu3s6c
"1390367504086835202",Negativo Médio,Negativo Forte,D,d9lmms0qt686ev4lmu85s3nhie
"1390374982501404673",Negativo Médio,Negativo Fraco,D,oof1qva57oj5hki084b5hi7m5a
"1390375659168583690",Negativo Forte,Negativo Fraco,D,d7gesl3gppc1drt2r90l0kksc0
"1390375659168583690",Negativo Forte,Negativo Forte,D,noe25tih2m9hi3fa899jenetob
"1390386739026530305",Negativo Forte,Negativo Fraco,D,tnnomrt3rg656u2rst71u0umh8
"1390418274479902720",Negativo Forte,Negativo Fraco,A,oof1qva57oj5hki084b5hi7m5a
"1390420965356617731",Negativo Forte,Negativo Médio,D,tnnomrt3rg656u2rst71u0umh8
"1390421570296897537",Positivo Médio,Neutra,D,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1390443482515484672",Negativo Médio,Neutra,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1390448603961995268",Negativo Fraco,Positivo Fraco,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1390452661049335811",Positivo Médio,Negativo Forte,D,b5gjmgsosm8audo6h8f08mm7lk
"1390768650882322446",Positivo Forte,Positivo Fraco,D,u00k428m046o7mq4ipq5uhnlgq
"1390777720674598914",Positivo Médio,Negativo Forte,A,hifip81cfia6o7hntbg2u7vqc0
"1390783249153134599",Negativo Médio,Positivo Médio,D,hifip81cfia6o7hntbg2u7vqc0
"1390783249153134599",Negativo Médio,Negativo Forte,D,s457ti1vhqksns27eqpjet5l6a
"1391184342446223366",Negativo Forte,Negativo Médio,D,d9lmms0qt686ev4lmu85s3nhie
"1391209330901409792",Negativo Médio,Negativo Médio,D,s457ti1vhqksns27eqpjet5l6a
"1391209330901409792",Negativo Médio,Negativo Forte,D,t7bjj9sm036osqj82ms7931pib
"1391209330901409792",Negativo Médio,Negativo Forte,D,u00k428m046o7mq4ipq5uhnlgq
"1391392896771891200",Positivo Médio,Negativo Forte,D,hifip81cfia6o7hntbg2u7vqc0
"1391503650414112781",Negativo Forte,Negativo Forte,A,u00k428m046o7mq4ipq5uhnlgq
"1391560408054513667",Negativo Forte,Negativo Forte,A,t2fs9chk8qerqdi8i7kfr6gr1t
"1391560408054513667",Negativo Forte,Positivo Médio,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1391569648714453003",Positivo Fraco,Positivo Médio,A,d9lmms0qt686ev4lmu85s3nhie
"1391574548848459776",Negativo Fraco,Neutra,A,t2fs9chk8qerqdi8i7kfr6gr1t
"1391587273385418753",Positivo Forte,Positivo Fraco,A,t7bjj9sm036osqj82ms7931pib
"1391729163518816257",Positivo Médio,Positivo Forte,D,hifip81cfia6o7hntbg2u7vqc0
"1391836384915296256",Negativo Forte,Negativo Médio,D,oof1qva57oj5hki084b5hi7m5a
"1391859840939663366",Positivo Fraco,Neutra,D,d9lmms0qt686ev4lmu85s3nhie
"1391861687502974978",Negativo Médio,Negativo Fraco,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1391889058847133696",Negativo Médio,Neutra,D,u00k428m046o7mq4ipq5uhnlgq
"1391909793254760448",Negativo Fraco,Negativo Fraco,D,b5gjmgsosm8audo6h8f08mm7lk
"1391910030811799556",Negativo Forte,Negativo Fraco,D,s457ti1vhqksns27eqpjet5l6a
"1391910030811799556",Negativo Forte,Neutra,D,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1392079490713624576",Positivo Forte,Neutra,D,t7bjj9sm036osqj82ms7931pib
"1392113681329270787",Negativo Forte,Neutra,D,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1392130123026124802",Negativo Médio,Neutra,D,tnnomrt3rg656u2rst71u0umh8
"1392138391714779140",Negativo Médio,Negativo Fraco,A,oof1qva57oj5hki084b5hi7m5a
"1392138391714779140",Negativo Médio,Neutra,A,noe25tih2m9hi3fa899jenetob
"1392138391714779140",Negativo Médio,Negativo Forte,A,t2fs9chk8qerqdi8i7kfr6gr1t
"1392140570290757635",Positivo Médio,Negativo Médio,D,oof1qva57oj5hki084b5hi7m5a
"1392153726568255489",Negativo Fraco,Negativo Médio,A,oof1qva57oj5hki084b5hi7m5a
"1392183036180062210",Negativo Forte,Negativo Forte,A,hifip81cfia6o7hntbg2u7vqc0
"1392214465085644802",Positivo Médio,Negativo Fraco,A,"6q8untnl1kvbh624mo6ulgl6oo"
"1392214465085644802",Positivo Médio,Negativo Médio,A,t7bjj9sm036osqj82ms7931pib
"1392243157794967556",Negativo Fraco,Positivo Fraco,D,t7bjj9sm036osqj82ms7931pib
"1392450291015028736",Positivo Médio,Neutra,D,b5gjmgsosm8audo6h8f08mm7lk
"1392458156392030208",Negativo Forte,Negativo Médio,D,d9lmms0qt686ev4lmu85s3nhie
"1392467365783392257",Negativo Forte,Negativo Fraco,D,s457ti1vhqksns27eqpjet5l6a
"1392467381507743754",Negativo Fraco,Positivo Fraco,D,hifip81cfia6o7hntbg2u7vqc0
"1392467381507743754",Negativo Fraco,Negativo Fraco,D,noe25tih2m9hi3fa899jenetob
"1392497312883167238",Positivo Fraco,Neutra,D,noe25tih2m9hi3fa899jenetob
"1392499256888541185",Negativo Médio,Negativo Fraco,D,c2ua8va222fs9lii7teqlu3s6c
"1392499256888541185",Negativo Médio,Negativo Fraco,D,d9lmms0qt686ev4lmu85s3nhie
"1392506270826049536",Positivo Fraco,Negativo Médio,A,b5gjmgsosm8audo6h8f08mm7lk
"1392542309460463617",Negativo Forte,Negativo Fraco,D,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1392550657455017991",Positivo Fraco,Negativo Fraco,A,t7bjj9sm036osqj82ms7931pib
"1392551468486496256",Positivo Forte,Negativo Médio,D,tnnomrt3rg656u2rst71u0umh8
"1392552811745918983",Negativo Fraco,Negativo Médio,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1392552811745918983",Negativo Fraco,Negativo Forte,A,u00k428m046o7mq4ipq5uhnlgq
"1392562928210096130",Negativo Médio,Positivo Fraco,A,c2ua8va222fs9lii7teqlu3s6c
"1392562928210096130",Negativo Médio,Neutra,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1392572847915159564",Negativo Médio,Negativo Médio,A,t7bjj9sm036osqj82ms7931pib
"1392574017853431808",Negativo Forte,Negativo Fraco,A,s457ti1vhqksns27eqpjet5l6a
"1392579014544478212",Positivo Fraco,Positivo Fraco,D,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1392581022450081797",Negativo Forte,Negativo Médio,A,t7bjj9sm036osqj82ms7931pib
"1392602046814167040",Positivo Forte,Negativo Fraco,A,tnnomrt3rg656u2rst71u0umh8
"1392602570422636550",Negativo Forte,Positivo Médio,D,t2fs9chk8qerqdi8i7kfr6gr1t
"1392623550259937285",Positivo Médio,Neutra,D,t7bjj9sm036osqj82ms7931pib
"1392662548835602436",Negativo Forte,Negativo Forte,D,d9lmms0qt686ev4lmu85s3nhie
"1392662548835602436",Negativo Forte,Negativo Médio,D,d9lmms0qt686ev4lmu85s3nhie
"1392662548835602436",Negativo Forte,Negativo Forte,D,b5gjmgsosm8audo6h8f08mm7lk
"1392682902023032835",Positivo Forte,Negativo Fraco,A,noe25tih2m9hi3fa899jenetob
"1392817400656060426",Positivo Forte,Negativo Médio,D,oof1qva57oj5hki084b5hi7m5a
"1392830089507885057",Negativo Médio,Neutra,A,"6q8untnl1kvbh624mo6ulgl6oo"
"1392831940315734023",Negativo Forte,Negativo Médio,A,"6q8untnl1kvbh624mo6ulgl6oo"
"1392831940315734023",Negativo Forte,Negativo Médio,A,u00k428m046o7mq4ipq5uhnlgq
"1392831940315734023",Negativo Forte,Negativo Fraco,A,s457ti1vhqksns27eqpjet5l6a
"1392835142738190338",Positivo Médio,Neutra,D,b5gjmgsosm8audo6h8f08mm7lk
"1392842368492220417",Negativo Forte,Negativo Forte,D,c2ua8va222fs9lii7teqlu3s6c
"1392844219518267399",Positivo Forte,Negativo Fraco,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1392845370342973440",Positivo Forte,Neutra,A,noe25tih2m9hi3fa899jenetob
"1392849468886749188",Negativo Médio,Negativo Médio,A,d7gesl3gppc1drt2r90l0kksc0
"1392854609740324866",Negativo Médio,Negativo Médio,D,oof1qva57oj5hki084b5hi7m5a
"1392860856099250191",Negativo Forte,Neutra,A,oof1qva57oj5hki084b5hi7m5a
"1392860856099250191",Negativo Forte,Negativo Forte,A,hifip81cfia6o7hntbg2u7vqc0
"1392863528772677638",Negativo Forte,Negativo Forte,D,tnnomrt3rg656u2rst71u0umh8
"1392865293496639489",Positivo Fraco,Negativo Médio,A,"6q8untnl1kvbh624mo6ulgl6oo"
"1392867783927603208",Negativo Fraco,Neutra,A,b5gjmgsosm8audo6h8f08mm7lk
"1392869005019451393",Negativo Forte,Negativo Forte,A,tnnomrt3rg656u2rst71u0umh8
"1392895436042690563",Negativo Forte,Positivo Médio,D,t2fs9chk8qerqdi8i7kfr6gr1t
"1392920887293366278",Negativo Forte,Negativo Médio,D,tnnomrt3rg656u2rst71u0umh8
"1392935393839001609",Positivo Médio,Negativo Fraco,A,d7gesl3gppc1drt2r90l0kksc0
"1392935759313842184",Negativo Médio,Negativo Médio,A,noe25tih2m9hi3fa899jenetob
"1392938336864673792",Negativo Forte,Negativo Médio,A,t2fs9chk8qerqdi8i7kfr6gr1t
"1392942726258122755",Positivo Forte,Negativo Médio,D,c2ua8va222fs9lii7teqlu3s6c
"1392945825924452354",Positivo Médio,Negativo Forte,A,hifip81cfia6o7hntbg2u7vqc0
"1392952657162215424",Negativo Forte,Negativo Forte,D,hifip81cfia6o7hntbg2u7vqc0
"1392954039244099586",Negativo Médio,Negativo Médio,D,b5gjmgsosm8audo6h8f08mm7lk
"1392954039244099586",Negativo Médio,Negativo Forte,D,b5gjmgsosm8audo6h8f08mm7lk
"1392954039244099586",Negativo Médio,Negativo Fraco,D,c2ua8va222fs9lii7teqlu3s6c
"1392955507804155909",Positivo Médio,Negativo Forte,D,tnnomrt3rg656u2rst71u0umh8
"1392969603274399747",Negativo Forte,Negativo Forte,A,b5gjmgsosm8audo6h8f08mm7lk
"1392971918764961795",Positivo Fraco,Neutra,D,c2ua8va222fs9lii7teqlu3s6c
"1392974570802581513",Positivo Médio,Positivo Forte,A,"6q8untnl1kvbh624mo6ulgl6oo"
"1392974570802581513",Positivo Médio,Positivo Médio,A,hifip81cfia6o7hntbg2u7vqc0
"1392980781476237312",Negativo Médio,Negativo Forte,D,s457ti1vhqksns27eqpjet5l6a
"1393009334699892736",Negativo Forte,Negativo Médio,D,hifip81cfia6o7hntbg2u7vqc0
"1393026184963837954",Negativo Médio,Neutra,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1393140051912105986",Negativo Médio,Negativo Médio,A,tnnomrt3rg656u2rst71u0umh8
"1393189469428322307",Negativo Forte,Negativo Médio,A,tnnomrt3rg656u2rst71u0umh8
"1393189995259875332",Negativo Fraco,Positivo Médio,A,s457ti1vhqksns27eqpjet5l6a
"1393201934966923271",Positivo Fraco,Neutra,D,tnnomrt3rg656u2rst71u0umh8
"1393205522376151048",Negativo Forte,Negativo Forte,D,tnnomrt3rg656u2rst71u0umh8
"1393212590306865154",Negativo Médio,Negativo Forte,A,tnnomrt3rg656u2rst71u0umh8
"1393213077085114369",Negativo Forte,Negativo Fraco,A,d9lmms0qt686ev4lmu85s3nhie
"1393213077085114369",Negativo Forte,Positivo Fraco,A,s457ti1vhqksns27eqpjet5l6a
"1393217537328959488",Negativo Fraco,Neutra,D,d7gesl3gppc1drt2r90l0kksc0
"1393228142769225733",Negativo Forte,Negativo Forte,D,t7bjj9sm036osqj82ms7931pib
"1393228142769225733",Negativo Forte,Negativo Forte,D,b5gjmgsosm8audo6h8f08mm7lk
"1393238841536958466",Positivo Forte,Negativo Forte,D,c2ua8va222fs9lii7teqlu3s6c
"1393248969476694018",Negativo Médio,Negativo Médio,A,c2ua8va222fs9lii7teqlu3s6c
"1393254199375417347",Positivo Médio,Negativo Médio,A,"6q8untnl1kvbh624mo6ulgl6oo"
"1393254386118414338",Negativo Médio,Negativo Fraco,D,noe25tih2m9hi3fa899jenetob
"1393258382455410690",Negativo Fraco,Positivo Forte,D,t2fs9chk8qerqdi8i7kfr6gr1t
"1393269435495075840",Negativo Fraco,Negativo Forte,A,u00k428m046o7mq4ipq5uhnlgq
"1393269435495075840",Negativo Fraco,Negativo Médio,A,"6q8untnl1kvbh624mo6ulgl6oo"
"1393324229383294979",Negativo Fraco,Negativo Forte,D,s457ti1vhqksns27eqpjet5l6a
"1393324954612117506",Positivo Forte,Negativo Fraco,D,c2ua8va222fs9lii7teqlu3s6c
"1393324954612117506",Positivo Forte,Negativo Forte,D,noe25tih2m9hi3fa899jenetob
"1393363640984772611",Negativo Médio,Positivo Fraco,A,d9lmms0qt686ev4lmu85s3nhie
"1393549913380859904",Negativo Fraco,Negativo Fraco,A,oof1qva57oj5hki084b5hi7m5a
"1393551706466750464",Negativo Forte,Neutra,A,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1393555870483632131",Negativo Fraco,Negativo Fraco,D,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1393555870483632131",Negativo Fraco,Negativo Médio,D,u00k428m046o7mq4ipq5uhnlgq
"1393571044565389314",Negativo Médio,Neutra,A,"6q8untnl1kvbh624mo6ulgl6oo"
"1393678411743301635",Negativo Forte,Negativo Forte,D,hifip81cfia6o7hntbg2u7vqc0
"1393678411743301635",Negativo Forte,Negativo Fraco,D,t2fs9chk8qerqdi8i7kfr6gr1t
"1393726348703711233",Positivo Médio,Positivo Médio,A,hifip81cfia6o7hntbg2u7vqc0
"1393726348703711233",Positivo Médio,Neutra,A,"6q8untnl1kvbh624mo6ulgl6oo"
"1393774437640638468",Negativo Forte,Negativo Médio,A,t7bjj9sm036osqj82ms7931pib
